doc_id	relation_id	relation_name	gene_words	hpoterm_words	words	sentences_before	sentences_after	expectation	gene_expectation	hpoterm_expectation	features	weights
journal.pone.0019169.pdf	RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0019169.pdf_10_10_21_21_25_25_UNSUP	FLT3/HP:0001909|Leukemia	{21}	{25}	{To,develop,a,better,understanding,of,FLT3,signaling,as,well,as,its,downstream,effectors,",",we,performed,detailed,phosphoproteomic,analysis,of,FLT3,signaling,in,human,leukemia,cells,.}	{"FLT3 is therefore an attractive drug target .","However , the molecular mechanisms by which FLT3 mutations lead to cell transformation in AML remain unclear ."}	{"We identiﬁed over 1000 tyrosine phosphorylation sites from about 750 proteins in both AML ( wild type and mutant FLT3 ) and B cell acute Iymphoblastic leukemia ( normal and amplification of FLT3 ) cell lines .","Furthermore , using stable isotope labeling by amino acids in cell culture ( SILAC ) , we were able to quantified over 400 phosphorylation sites ( pTyr , pSer , and pThr ) that were responsive to FLT3 inhibition in FLT3 driven human leukemia cell lines ."}	0.928	0.65	0.996	{DEP_PATH_POS_[nn-prep_of|NN-dobj|NN@nn-prep_in|NNS],"WORD_SEQ_[signaling in human]",POS_SEQ_[NN_IN_JJ],DEP_PATH_[nn-prep_of|signaling-dobj|analysis@nn-prep_in|cell],VERB_DEP_PATH_POS_[perform]_[nn-prep_of|NN-dobj|NN@]_[nn-prep_in|NNS@],VERB_DEP_PATH_[perform]_[nn-prep_of|signaling-dobj|analysis@]_[nn-prep_in|cell@],VERB_DEP_PATH_POS_[develop]_[nn-prep_of|NN-dobj|NN@purpcl]_[nn-prep_in|NNS@purpcl],VERB_DEP_PATH_[develop]_[nn-prep_of|signaling-dobj|analysis@purpcl]_[nn-prep_in|cell@purpcl]}	{1.14987,0.843199,0.199886,0.0460748,0.0460748,0.0460748,0.0460748,0.0460748}
SCPDFS_45854.pdf	RELATION_GENEHPOTERM_SUP_MAP_SCPDFS_45854.pdf_291_291_11_11_21_21_UNSUP	p53/HP:0100242|Sarcoma	{11}	{21}	{19,Malkin,",",D.,et,al.,(,1990,),Germ,line,p53,mutations,in,a,familial,syndrome,of,breast,cancer,",",sarcomas,",",and,other,neoplasms,.}	{"Cell 120 , 497-512 18 Poulogiannis , G. et al. ( 2010 ) DNA mismatch repair deﬁciency in sporadic colorectal cancer and Lynch syndrome .","Histopathology 56 , 167-179"}	{"Science 250 , 1233-1238","20 Shiloh , Y. ( 2003 ) ATM and related protein kinases : safeguarding genome integrity ."}	0.974	0.75	0.98	{"POS_SEQ_[NNS_IN_DT_JJ_NN_IN_NN_NN_,]","WORD_SEQ_[mutation in a familial syndrome of breast cancer ,]",DEP_PATH_[nn-dep|mutation-dobj|DATE@prep_of-prep_in|syndrome],DEP_PATH_POS_[nn-dep|NNS-dobj|CD@prep_of-prep_in|NN]}	{1.53747,1.53747,0.271267,0.271267}
journal.pone.0016516.pdf	RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0016516.pdf_39_39_20_20_12_13_UNSUP	p16/HP:0012056|Cutaneous melanoma	{20}	{12,13}	{In,the,past,decades,",",various,gene,mutations,have,been,reported,in,cutaneous,melanoma,",",including,BRAF,",",NRAS,",",p16,(,CDKNQA,),",",p53,",",PTEN,",",etc,[,15,],.}	{"Aneuploidy of UM is a signal for poor clinical prognosis with an increased rate of mortality [ 9,10 , l1 ] .","Subsequent researchers found that loss of chromosome 3 ( rnonosomy 3 ) and gain of chromosome 8q were associated signiﬁcantly with high death rates of UM [ 12 ] and the loss of 6p was a speciﬁc character of primary UM metastases [ 13,14 ] ."}	{"None of these gene mutations have been detected in posterior UM [ 16 ] .","Recently , it has been reported that mutation of GNAQ gene ( gene encodes heterotrimetric G protein alpha-subunit ) occurred in approximate 50 % of UM patients , but not in cutaneous melanoma [ 17 ] ."}	0.926	0.32	0.978	{INV_VERB_DEP_PATH_[include]_[appos-prep_including|braf-_|report@ROOT@_]_[prep_in-_|report@ROOT@_],INV_VERB_DEP_PATH_POS_[report]_[appos-prep_including|NN@]_[prep_in@],INV_DEP_PATH_POS_[appos-prep_including|NN@prep_in],INV_VERB_DEP_PATH_[have]_[appos-prep_including|braf@aux]_[prep_in@aux],INV_VERB_DEP_PATH_POS_[have]_[appos-prep_including|NN@aux]_[prep_in@aux],INV_DEP_PATH_[appos-prep_including|braf@prep_in],INV_VERB_DEP_PATH_[report]_[appos-prep_including|braf@]_[prep_in@],INV_VERB_DEP_PATH_POS_[include]_[appos-prep_including|NN-_|VBN@ROOT@_]_[prep_in-_|VBN@ROOT@_],INV_VERB_DEP_PATH_POS_[be]_[appos-prep_including|NN@auxpass]_[prep_in@auxpass],INV_VERB_DEP_PATH_[be]_[appos-prep_including|braf@auxpass]_[prep_in@auxpass],"INV_POS_SEQ_[,_VBG_NN_,_NNS_,]","INV_WORD_SEQ_[, include braf , nra ,]"}	{0.204213,0.204213,0.204213,0.204213,0.204213,0.204213,0.204213,0.204213,0.204213,0.204213,0.0698077,0.0698077}
SCPDFS_24971.pdf	RELATION_GENEHPOTERM_SUP_MAP_SCPDFS_24971.pdf_98_98_9_9_3_4_UNSUP	SRY/HP:0012245|Sex reversal	{9}	{3,4}	{Explanations,for,the,sex,reversal,associated,with,these,familial,SRY,mutations,included,paternal,gonadal,mosaicism,(,yet,to,be,proven,),and,variable,penetrance,of,the,mutation,.}	{"S. Ali , S.E. Hasnain / Gene 283 ( 2002 ) 1-10 3","ﬁve cases of familial study on patients with 46 , XY chromosome and complete gonadal dysgenesis , fathers in four cases carried the same SRY mutation in the HMG-box , as their 46 , XY daughters ."}	{"This was in accordance with the murine studies in which at least three autosomal recessive alleles were found to interact with Y-chromosome alleles , resulting in the genesis of XY ovaries and true hermaphrodites ( Eicher and Washburn , 1986 ) .","Thus , for routine screening of the mutation in the HMG box , somatic and germline samples both should be independently analyzed ."}	0.92	0.922	0.938	{INV_VERB_DEP_PATH_POS_[associate]_[nn-prep_with|NNS@]_[@partmod],INV_DEP_PATH_POS_[nn-prep_with|NNS-partmod|VBN@],INV_VERB_DEP_PATH_[associate]_[nn-prep_with|mutation@]_[@partmod],INV_DEP_PATH_[nn-prep_with|mutation-partmod|associate@],INV_POS_SEQ_[VBN_IN_DT_JJ],"INV_WORD_SEQ_[associate with these familial]"}	{0.901269,0.849649,0.202387,0.202387,0.116924,0.0642571}
journal.pone.0054711.pdf	RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0054711.pdf_572_572_29_29_33_34_UNSUP	alpha-synuclein/HP:0100315|Lewy bodies	{29}	{33,34}	{Zarranz,JJ,",",Alegre,J,",",Gomez,~,Esteban,JC,",",Lezcano,E,",",Ros,R,",",et,al.,(,2004,),The,new,mutation,",",E46K,",",of,alpha-synuclein,causes,Parkinson,and,Lewy,body,dementia,.}	{"Gibb VVR , Lees AJ ( 1989 ) Prevalence of Lewy bodies in Alzheimer ’s disease .","Ann Neurol 26 : 691 * 693 ."}	{"Ann Neurol .55 : l64 — l73 .","Dickson DVV , Fujishiro H , DelleDonne A , l \\\\ Ienke J , Ahmed Z , et al. ( 2008 ) Evidence that incidental Lewy body disease is pre ~ symptomatic Parkinson ’s disease ."}	0.918	0.268	0.99	{"WORD_SEQ_[cause Parkinson and]",POS_SEQ_[VBZ_NNP_CC],DEP_PATH_POS_[prep_of-appos|NNP-nsubj|NN@nn-dobj|NN],VERB_DEP_PATH_POS_[cause]_[prep_of-appos|NNP-nsubj|NN@]_[nn-dobj|NN@],VERB_DEP_PATH_[cause]_[prep_of-appos|PERSON-nsubj|PERSON@]_[nn-dobj|dementia@],DEP_PATH_[prep_of-appos|PERSON-nsubj|PERSON@nn-dobj|dementia]}	{1.52373,1.03611,-0.0744804,-0.0744804,-0.0295586,-0.0295586}
journal.pone.0059218.pdf	RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0059218.pdf_558_558_22_22_28_29_UNSUP	OPA1/HP:0000544|External ophthalmoplegia	{22}	{28,29}	{Hudson,G,",",Amati-Bonneau,P,",",Blakely,EL,",",Stewart,JD,",",He,L,",",et,al.,(,2008,),Nlutation,of,OPA1,causes,dominant,optic,atrophy,with,external,ophthalmoplegia,",",ataxia,",",deafness,and,multiple,mitochondrial,DNA,deletions,:,a,novel,disorder,of,mtDNA,maintenance,.}	{"Amati-Bonneau P , Valentino lVlL , Reynier P , Gallardo l \\\\ ’ IE , Bornstein B , et al. ( 2008 ) OPA1 mutations induce mitochondrial DNA instability and optic atrophy ‘ plus ’ phenotypes .","Brain 131 : 338 — 351 ."}	{"Brain 131 : 3294337 .","Davies VJ , Hollins AJ , Piechota NIJ , Yip VV , Davies JR , et al. ( 2007 ) Opal deficiency in a mouse model of autosomal dominant optic atrophy impairs mitochondrial morphology optic nerve structure and visual function ."}	0.916	0.328	1	{VERB_DEP_PATH_[cause]_[prep_of-dep|nlutation-nsubj|et@]_[prep_with@],"WORD_SEQ_[cause dominant optic atrophy with]",DEP_PATH_[prep_of-dep|nlutation-nsubj|et@prep_with],VERB_DEP_PATH_POS_[cause]_[prep_of-dep|NN-nsubj|FW@]_[prep_with@],DEP_PATH_POS_[prep_of-dep|NN-nsubj|FW@prep_with],POS_SEQ_[VBZ_JJ_JJ_NN_IN]}	{0.45578,0.45578,0.45578,0.45578,0.45578,0.238255}
journal.pone.0080208.pdf	RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0080208.pdf_488_488_21_21_30_31_UNSUP	PAX6/HP:0000478|Abnormality of the eye	{21}	{30,31}	{Schedl,A,",",Ross,A,",",Lee,M,",",Engelkamp,D,",",Rashbass,P,et,al.,(,1996,),Influence,of,PAX6,gene,dosage,on,development,:,overexpression,causes,severe,eye,abnormalities,.}	{"doi :10.1016 / j. neuron .2013.02.012 .","PubMed : 23622063 ."}	{"Cell 86 : 71-82 .","doi :10.1016 / S0092-8674 ( 00 ) 80078-1 ."}	0.942	0.338	1	{"WORD_SEQ_[gene dosage on development : overexpression cause severe]",POS_SEQ_[NN_NN_IN_NN_:_NN_VBZ_JJ],DEP_PATH_POS_[nn-prep_of|NN-dep|NN-appos|NNP@dobj-dep|VBZ],DEP_PATH_[nn-prep_of|dosage-dep|influence-appos|Rashbass@dobj-dep|cause]}	{1.20159,1.20159,0.198581,0.0594384}
journal.pone.0097040.pdf	RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0097040.pdf_410_410_34_34_30_31_UNSUP	TECTA/HP:0000365|Hearing impairment	{34}	{30,31}	{Pﬁster,l,"\\\\",’,1,",",Thiele,H,",",Van,Camp,G,",",Fransen,E,",",Apaydin,F,",",et,al.,(,2004,),A,genotype-phenotype,correlation,with,gender-effect,for,hearing,impairment,caused,by,TECTA,mutations,.}	{"All authors contributed to and approved the ﬁnal manuscript for publication : BYC ] K ] C ARK SJM SIK SHL NK SHO .","13 ."}	{"Cell Physiol Biochem 14 : 369 — 376 .","14 ."}	0.916	0.83	0.976	{INV_VERB_DEP_PATH_[cause]_[nn-agent|mutation@]_[@partmod],INV_DEP_PATH_[nn-agent|mutation-partmod|cause@],INV_POS_SEQ_[VBN_IN],INV_VERB_DEP_PATH_POS_[cause]_[nn-agent|NNS@]_[@partmod],"INV_WORD_SEQ_[cause by]",INV_DEP_PATH_POS_[nn-agent|NNS-partmod|VBN@],INV_VERB_DEP_PATH_POS_[hear]_[nn-agent|NNS-partmod|VBN-dobj|NN@]_[@],INV_VERB_DEP_PATH_[hear]_[nn-agent|mutation-partmod|cause-dobj|impairment@]_[@]}	{0.906036,0.906036,-0.8438,0.598508,0.555434,-0.318555,0.242161,0.242161}
SCPDFS_3762.pdf	RELATION_GENEHPOTERM_SUP_MAP_SCPDFS_3762.pdf_859_859_14_14_1_2_UNSUP	SRY/HP:0012245|Sex reversal	{14}	{1,2}	{Autosomal,sex,reversal,and,campomelic,dysplasia,are,caused,by,mutations,in,and,around,the,SRY,—,related,gene,SOX9,.}	{"20 , 1187-1202 .","Wagner , T. , et al. , 1994 ."}	{"Cell 79 , 1111-1120 .","Xu , X. , et al. , 2008 ."}	0.922	0.252	0.996	{INV_POS_SEQ_[CC_JJ_NN_VBP_VBN_IN_NNS_IN_CC_IN_DT],"INV_WORD_SEQ_[and campomelic dysplasium be cause by mutation in and around the]",INV_VERB_DEP_PATH_POS_[cause]_[nn-prep_in|NN@]_[nsubjpass@],INV_DEP_PATH_POS_[nn-prep_in|NN@nsubjpass],INV_VERB_DEP_PATH_POS_[be]_[nn-prep_in|NN@auxpass]_[nsubjpass@auxpass],INV_DEP_PATH_[nn-prep_in|sox9@nsubjpass],INV_VERB_DEP_PATH_[be]_[nn-prep_in|sox9@auxpass]_[nsubjpass@auxpass],INV_VERB_DEP_PATH_[cause]_[nn-prep_in|sox9@]_[nsubjpass@]}	{0.683974,0.683974,0.558845,-0.339983,-0.339983,0.334053,0.334053,0.334053}
journal.pone.0043295.pdf	RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0043295.pdf_8_8_11_11_22_24_UNSUP	NF2/HP:0009589|Bilateral vestibular Schwannoma	{11}	{22,23,24}	{Defects,caused,by,mutations,of,the,NF2,gene,give,rise,to,NF2,disease,",",which,is,generally,characterized,by,the,formation,of,bilateral,vestibular,schwannomas,and,",",to,a,lesser,extent,",",meningiomas,and,ependymomas,.}	{"Merlin is encoded by the neurofibromatosis type 2 ( NF2 ) gene and is a member of the Band 4.1 protein family .","This protein acts as a linker that connects cell surface proteins to the actin cytoskeleton ."}	{"In addition to these tumor types , NF2 is mutated and/or merlin expression is reduced or lost in numerous non .","— ."}	0.926	0.052	0.992	{VERB_DEP_PATH_[be]_[nn@auxpass-rcmod|characterize]_[prep_of-agent|formation@auxpass],VERB_DEP_PATH_POS_[characterize]_[nn@rcmod]_[prep_of-agent|NN@],VERB_DEP_PATH_[give]_[nn-prep_to|disease@]_[prep_of-agent|formation-rcmod|characterize-prep_to|disease@],VERB_DEP_PATH_[characterize]_[nn@rcmod]_[prep_of-agent|formation@],DEP_PATH_[nn@prep_of-agent|formation-rcmod|characterize],VERB_DEP_PATH_POS_[give]_[nn-prep_to|NN@]_[prep_of-agent|NN-rcmod|VBN-prep_to|NN@],DEP_PATH_POS_[nn@prep_of-agent|NN-rcmod|VBN],VERB_DEP_PATH_POS_[be]_[nn@auxpass-rcmod|VBN]_[prep_of-agent|NN@auxpass],"POS_SEQ_[NN_,_WDT_VBZ_RB_VBN_IN_DT_NN_IN]","WORD_SEQ_[disease , which be generally characterize by the formation of]"}	{0.54088,0.54088,0.54088,0.54088,0.54088,0.54088,-0.207729,-0.207729,0.0528952,0.0528952}
