doc_id	relation_id	relation_name	gene_words	hpoterm_words	words	sentences_before	sentences_after	expectation	gene_expectation	hpoterm_expectation	features	weights
journal.pone.0011552.pdf	RELATION_GENEHPOTERM_journal.pone.0011552.pdf_494_494_39_39_31_33	SOD1/HP:0007354|Amyotrophic lateral sclerosis	{39}	{31,32,33}	{Kato,S,",",Takikawa,1,"\\\\",’,I,",",Nakashima,K,",",Hirano,A,",",Cleveland,DVV,",",et,al.,(,2000,),New,consensus,research,on,neuropathological,aspects,of,familial,amyotrophic,lateral,sclerosis,with,superoxide,dismutase,1,(,SOD1,),gene,mutations,:,inclusions,containing,SOD1,in,neurons,and,astrocytes,.}	{"Acta Neuropathol ( Berl ) 95 : 63470 .",.}	{"Amyotroph Lateral Scler Other Nlotor Neuron Disord 1 : 1634184 .",.}	0.91	0.114	0.992	{INV_MIN_VERB_GENE_[contain]_HPO_[contain],INV_INT_NGRAM_[with]_[(],INV_POS_SEQ_[IN_NN_NN_CD_CD],INV_EXT_NGRAM_[familial]_[)],INV_BETW_2_GRAM_[dismutase_1],INV_BETW_2_GRAM_[superoxide_dismutase],INV_SINGLE_VERB_[contain],INV_BETW_2_GRAM_[1_(],INV_BETW_2_GRAM_[with_superoxide],"INV_WORD_SEQ_NER_[with superoxide dismutase NUMBER NUMBER]","INV_WORD_SEQ_[with superoxide dismutase 1 (]",INV_DEP_PATH_[nn-dep|mutation-pobj|dismutase@prep_of-prep_on|aspect-dep|research]}	{-1.51009,1.25482,0.811607,0.699541,0.60344,0.309825,0.207077,-0.103751,0,0,0,0}
gb-2011-12-9-r89.pdf	RELATION_GENEHPOTERM_SUP_MAP_gb-2011-12-9-r89.pdf_215_215_10_10_19_20_UNSUP	TMC1/HP:0000365|Hearing impairment	{10}	{19,20}	{An,immediate,result,of,these,findings,is,that,screening,for,TMC1,mutations,will,become,routine,in,Israel,for,all,hearing,impaired,patients,of,Moroccan,Jewish,ancestry,.}	{"In some populations , including Iran [ 26 ] and Turkey [ 11 ] , as Israel , TMC1 is one of the genes most frequently involved in deafness .","Based on these results , we recommend that all Israeli Jewish probands of Moroccan ancestry be screened for the four TMC1 mutations , as well as for the most common G ] B2 mutations , prior to conducting MPS ."}	{"Novel mutations were identified in multiple other genes - CDH23 , M YOJSA , WI - \\" S1 , and TECTA - that are known to be responsible for hearing loss but are not routinely evaluated , largely because of their size .","Targeted MPS makes it feasible to screen large genes that have heretofore been largely untested ."}	0.91	0.852	0.984	{VERB_[become],"WORD_SEQ_[mutation will become routine in Israel for all]",DEP_PATH_[nn-prep_for|mutation-csubj|screen@prepc_for],POS_SEQ_[NNS_MD_VB_JJ_IN_NNP_IN_DT],"WORD_SEQ_NER_[mutation will become routine in LOCATION for all]",EXT_NGRAM_[for]_[patient],INT_NGRAM_[mutation]_[all],BETW_2_GRAM_[mutation_will],BETW_2_GRAM_[in_Israel],BETW_2_GRAM_[become_routine],BETW_2_GRAM_[routine_in],MIN_VERB_GENE_[screen]_HPO_[hear],BETW_2_GRAM_[Israel_for],BETW_2_GRAM_[will_become],BETW_2_GRAM_[for_all]}	{-1.28084,0.461858,0.461858,0.461858,0.461858,0.370775,0.35513,0.260823,0.142009,0.142009,0.142009,0.142009,0.142009,0.117493,-0.0613871}
journal.pone.0085630.pdf	RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0085630.pdf_32_32_37_37_23_27_UNSUP	LQT2/HP:0001657|Prolonged QT interval	{37}	{23,26,27}	{This,forms,a,crucial,component,of,the,repolarisation,phase,of,the,cardiac,action,potential,and,a,reduction,in,its,activity,is,associated,with,prolongation,of,the,QT,interval,in,the,electrocardiogram,(,long,QT,syndrome,2,;,LQT2,),",",which,increases,the,risk,of,ventricular,fibrillations,and,sudden,death,[,"1,2",],.}	{Introduction,"The hERG ( human ether-a-go-go related gene ) potassium channel ( Kv11 .1 ) , encoded by the KCNH2 gene , underlies the rapidly activating delayed rectiﬁer K * current ( | K , ) ."}	{"This aberration in the electrical activity of the heart has been identified for ~ 300 inherited mutations [ 2,3 ] and linked to a wide range of drugs [ 4,5 ] , leading to their removal from the market and failure of new drugs in preclinical testing .","Loss of function results from reducing the activity and/or the cell surface density of hERG ."}	0.938	0.068	0.996	{INV_MIN_VERB_[increase],INV_BETW_2_GRAM_[long_qt],INV_DEP_PATH_[nn-dep|)@prep_of],INV_BETW_2_GRAM_[qt_syndrome],INV_BETW_2_GRAM_[in_the],INV_EXT_NGRAM_[with]_[)],"INV_WORD_SEQ_[in the electrocardiogram ( long qt syndrome 2 ;]",INV_POS_SEQ_[IN_DT_NN_RB_JJ_NN_NN_CD_:],"INV_WORD_SEQ_NER_[in the electrocardiogram ( long qt syndrome NUMBER ;]",INV_INT_NGRAM_[in]_[;],INV_BETW_2_GRAM_[syndrome_2],INV_BETW_2_GRAM_[2_;],INV_BETW_2_GRAM_[the_electrocardiogram],INV_BETW_2_GRAM_[electrocardiogram_(],INV_BETW_2_GRAM_[(_long]}	{-2.015,1.6631,1.14686,1.04368,-0.681343,-0.49148,0.414688,0.414688,0.414688,0.407358,0.368072,-0.162112,0.0956442,0.0956442,0.0333479}
journal.pone.0026504.pdf	RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0026504.pdf_73_73_8_8_11_11_UNSUP	VDR/HP:0002901|Hypocalcemia	{8}	{11}	{Both,humans,and,mouse,models,that,lack,functional,VDR,display,severe,hypocalcemia,",",hypophosphatemia,",",rickets,and,osteomalacia,highlighting,a,physiological,signiﬁcance,of,VDR,in,maintaining,skeletal,integrity,[,"8,9",",",lO,],.}	{"The bioactive , hormonal ligand for VDR is 1,25-dihydroxyvitamin D3 [ l ,25 ( OH ) 2D3 ] .","Thus , VDR functions as a ligand-induced nuclear transcription factor to regulate the expression of genes in critical mineral-regulating target tissues such as the intestine , kidney , parathyroids , and bone in order to maintain appropriate mineral homeostasis ."}	{"Dietary calcium supplementation prevents the development of the undermineralized skeletal phenotype in humans with defective VDR and in VDRnull mice [ 11,12 ] indicating that the role of VDR in bone is indirect or secondary to its role in maintaining appropriate intestinal and renal handling of calcium .","Importantly , numerous studies also strongly support a direct role for VDR / 1,25 - ( OH ) 2D3 in the osteoblast where one of its principal effects is to stimulate RANKL production and osteoblast-mediated osteoclastogenesis [ 13,14 ] ."}	0.958	0.212	0.998	{POS_SEQ_[NN_JJ],DEP_PATH_[nn-dobj|display-rcmod|lack@dep],"EXT_NGRAM_[functional]_[,]","WORD_SEQ_NER_[display severe]","WORD_SEQ_[display severe]",INT_NGRAM_[display]_[severe],MIN_VERB_GENE_[lack]_HPO_[highlight]}	{1.06103,0.994654,0.29388,0.226644,0.226644,0.226644,-0.109029}
SCPDFS_46238.pdf	RELATION_GENEHPOTERM_SUP_MAP_SCPDFS_46238.pdf_109_109_69_69_52_53_UNSUP	p63/HP:0000968|Ectodermal dysplasia	{69}	{52,53}	{These,include,van,der,Woude,syndrome,(,VWS,),",",which,is,caused,by,mutations,in,IRF6,(,encoding,interferon,regulatory,factor,6,),",",Margarita,Island,syndrome,(,CLPED1,),with,mutations,in,PVRL1,(,encoding,nectin-1,),",",Kallmann,syndrome,(,KAL2,),with,mutations,in,FGFR1,",",ectrodactyly,",",ectodermal,dysplasia,and,cleft,lip,/,palate,syndrome,(,EEC3,),with,mutations,in,TP63,(,encoding,p63,",",homolog,of,p53,),",",CL/P,with,hypodontia,with,mutations,in,MSX1,(,encoding,msh,homeobox-1,),",",and,X-linked,cleft,palate,and,ankyloglossia,(,CPX,),with,mutations,in,TBX22,(,encoding,T-box,transcription,factor,22,),[,1,],.}	{"Development of the secondary palate also relies on these pathways , but in addition , there is an important role for transforming growth factor [ 3 ( TGFB ) peptides and their receptors [ 11 ] .","Given the genetic and phenotypic heterogeneity within CL/P , efforts to identify the underlying genetic factors have been most successful for monogenic , syndromic clefts , which can be more easily categorised into single groups with common causation [ 3 ] ."}	{"Nonsyndromic CL/P has proven to be more elusive , and only a fraction of cases have been directly associated with a genetic defect .","It now seems increasingly likely that the large majority of cases are in fact caused by the presence of one or more common , polymorphic variants that act as risk factors under certain conditions [ 5 ] ."}	0.908	0.592	1	{INV_BETW_2_GRAM_[with_mutation],INV_INT_NGRAM_[and]_[encode],INV_MIN_VERB_[include],INV_BETW_2_GRAM_[mutation_in],INV_VERB_[encode],INV_BETW_2_GRAM_[lip_/],INV_BETW_2_GRAM_[)_with],INV_BETW_2_GRAM_[syndrome_(],"INV_EXT_NGRAM_[,]_[,]",INV_BETW_2_GRAM_[/_palate],INV_DEP_PATH_[TOO_FAR_AWAY],INV_BETW_2_GRAM_[(_eec3],INV_BETW_2_GRAM_[eec3_)],INV_BETW_2_GRAM_[and_cleft],INV_BETW_2_GRAM_[(_encode],INV_WORD_SEQ_[TOO_FAR_AWAY],INV_BETW_2_GRAM_[in_tp63],INV_BETW_2_GRAM_[tp63_(],INV_WORD_SEQ_NER_[TOO_FAR_AWAY],INV_POS_SEQ_[TOO_FAR_AWAY],INV_BETW_2_GRAM_[cleft_lip],INV_BETW_2_GRAM_[palate_syndrome]}	{1.60573,1.49828,-1.09021,1.08504,-1.05021,0.958169,-0.571859,-0.539572,-0.538519,0.415135,0.381188,-0.362454,-0.323628,0.303133,0.28301,0.270069,0.251466,0.251466,-0.190864,-0.186935,-0.168184,0.0444462}
journal.pone.0072518.pdf	RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0072518.pdf_288_288_26_26_34_35_UNSUP	EPHA2/HP:0000519|Congenital cataract	{26}	{34,35}	{Zhang,T,",",Hua,R,",",Xiao,VV,",",Burdon,KP,",",Bhattacharya,SS,",",et,al.,(,2009,),l,"\\\\",’,Iutations,of,the,EPHA2,receptor,tyrosine,kinase,gene,cause,autosomal,dominant,congenital,cataract,.}	{"\\\\ Vrote the paper : AD SS KB JEC DAM DT SES .","6 ."}	{"Hum l \\\\ ’ Iutat 30 : E603 — 6l 1 .","7 ."}	0.966	0.876	0.998	{MIN_VERB_GENE_[NULL]_HPO_[NULL],EXT_NGRAM_[the]_[.],BETW_2_GRAM_[receptor_tyrosine],INT_NGRAM_[receptor]_[dominant],BETW_2_GRAM_[kinase_gene],BETW_2_GRAM_[cause_autosomal],BETW_2_GRAM_[autosomal_dominant],BETW_2_GRAM_[gene_cause],BETW_2_GRAM_[tyrosine_kinase],DEP_PATH_[nn-prep_of|tyrosine-dep|iutation@dep-dep|cause],"WORD_SEQ_[receptor tyrosine kinase gene cause autosomal dominant]","WORD_SEQ_NER_[receptor tyrosine kinase gene cause autosomal dominant]",POS_SEQ_[NN_NN_NN_NN_NN_JJ_JJ]}	{-1.98462,1.90623,-1.25189,1.16741,1.0955,-0.501411,0.499266,0.491834,0.468393,0.415836,0.415836,0.415836,0.415836}
SCPDFS_2494.pdf	RELATION_GENEHPOTERM_SUP_MAP_SCPDFS_2494.pdf_1785_1785_7_7_19_20_UNSUP	SHOX/HP:0004322|Short stature	{7}	{19,20}	{Long,—,range,conserved,non,—,coding,SHOX,sequences,regulate,expression,in,developing,chicken,limb,and,are,associated,with,short,stature,phenotypes,in,human,patients,.}	{"Cell 7 , 925-932 .","Sabherwal , N. , Bangs , F. , Roth , R. , et al. , 2007 ."}	{"Hum .","Mol ."}	0.988	0.048	1	{VERB_[be],BETW_2_GRAM_[limb_and],BETW_2_GRAM_[be_associate],MIN_VERB_GENE_[code]_HPO_[associate],VERB_[regulate],INT_NGRAM_[sequence]_[with],POS_SEQ_[NNS_VBP_NN_IN_VBG_NN_NN_CC_VBP_VBN_IN],"WORD_SEQ_NER_[sequence regulate expression in develop chicken limb and be associate with]","WORD_SEQ_[sequence regulate expression in develop chicken limb and be associate with]",VERB_[develop],VERB_[associate],BETW_2_GRAM_[regulate_expression],BETW_2_GRAM_[in_develop],EXT_NGRAM_[code]_[phenotype],BETW_2_GRAM_[and_be],BETW_2_GRAM_[develop_chicken],BETW_2_GRAM_[chicken_limb],BETW_2_GRAM_[associate_with],DEP_PATH_[nn-dobj|sequence-xcomp|code-partmod|conserve-nsubj|range@nn-prep_with|phenotype-conj_and|associate],BETW_2_GRAM_[sequence_regulate],BETW_2_GRAM_[expression_in]}	{-1.59199,1.51608,1.40281,1.0607,-0.982034,0.884842,0.868988,0.868988,0.868988,-0.728773,-0.551025,0.522986,-0.476549,0.353914,0.228761,0.142662,0.142662,0.103478,0.0863043,-0.0690389,0.0126144}
journal.pone.0070826.pdf	RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0070826.pdf_352_352_31_31_28_28_UNSUP	BRAF/HP:0002861|Melanoma	{31}	{28}	{RubinsteinJ,",",Sznol,1,"\\\\",’,I,",",Pavlick,A,",",Ariyan,S,",",Cheng,E,",",et,al.,(,2010,),Incidence,of,the,V600K,mutation,among,melanoma,patients,with,BRAF,mutations,",",and,potential,therapeutic,response,to,the,speciﬁc,BRAF,inhibitor,PLX4032,.}	{"S38998 .","21 ."}	{"Journal of Translational 1VIedicine 8 : 67 .","doi :10 ."}	0.95	0.868	0.998	{INV_DEP_PATH_[nn-prep_with|mutation@nn],INV_POS_SEQ_[NNS_IN],INV_EXT_NGRAM_[among]_[mutation],INV_MIN_VERB_GENE_[NULL]_HPO_[NULL],"INV_WORD_SEQ_NER_[patient with]","INV_WORD_SEQ_[patient with]",INV_INT_NGRAM_[patient]_[with]}	{3.06735,-2.01424,1.66386,-1.64034,0.684189,0.684189,0.439458}
journal.pone.0043156.pdf	RELATION_GENEHPOTERM_journal.pone.0043156.pdf_12_12_15_15_10_11	H4/HP:0001402|Hepatocellular carcinoma	{15}	{10,11}	{Primary,rat,hepatocytes,",",HepG2,—,rNtcp,cells,(,human,hepatocellular,carcinoma,cells,),or,H4,.}	{"G ° , iPCRs have been shown to regulate lipoapoptosis in hepatocytes , but their role in inflammation — or bile acid — induced apoptosis is unknown .","Here , we analyzed the effect of inhibiting G , , iPCR function , using pertussis toxin ( PT ) , on bile acid — and cytokine — induced apoptosis in hepatocytes ."}	{"— .","| | ."}	0.906	0.122	1	{INV_INT_NGRAM_[cell]_[or],INV_MIN_VERB_GENE_[NULL]_HPO_[NULL],INV_EXT_NGRAM_[human]_[.],INV_POS_SEQ_[NNS_CD_CC],"INV_WORD_SEQ_[cell ) or]","INV_WORD_SEQ_NER_[cell NUMBER or]",INV_DEP_PATH_[conj_or@nn-nsubj|cell]}	{2.56024,-1.64034,1.59086,-0.218538,0,0,0}
SCPDFS_39723.pdf	RELATION_GENEHPOTERM_SUP_MAP_SCPDFS_39723.pdf_434_434_1_1_13_14_UNSUP	DYT1/HP:0001304|Torsion dystonia	{1}	{13,14}	{The,DYT1,gene,on,9q34,is,responsible,for,most,cases,of,early-onset,idiopathic,torsion,dystonia,(,ITD,),in,non-Jews,.}	{"Kramer , P. , Heiman , G. , Gasser , T. , ozelius , L. , deLeon , D. , Brin , M. , Burke , R. , Hewett , J .",", Hunt , A. , Moskowitz , A. , Nygaard , T. , Wilhelmsen , K. , Fahn , S. , Breakeﬁeld , X. o. , Risch , N. , and Bressman , S. ( 1994 ) ."}	{"Am .","J. Hum ."}	0.954	0.302	1	{MIN_VERB_[be],EXT_NGRAM_[the]_[(],BETW_2_GRAM_[be_responsible],BETW_2_GRAM_[9q34_be],BETW_2_GRAM_[responsible_for],SINGLE_VERB_[be],INT_NGRAM_[gene]_[idiopathic],BETW_2_GRAM_[for_most],BETW_2_GRAM_[gene_on],BETW_2_GRAM_[early-onset_idiopathic],POS_SEQ_[NN_IN_NN_VBZ_JJ_IN_JJS_NNS_IN_JJ_JJ],"WORD_SEQ_NER_[gene on 9q34 be responsible for most case of early-onset idiopathic]",DEP_PATH_[nn-nsubj|gene@nn-prep_of|)-prep_for|case],"WORD_SEQ_[gene on 9q34 be responsible for most case of early-onset idiopathic]",BETW_2_GRAM_[most_case],BETW_2_GRAM_[of_early-onset],BETW_2_GRAM_[case_of],BETW_2_GRAM_[on_9q34]}	{-2.00764,1.94242,1.18199,0.916217,0.735319,-0.706432,0.62599,0.484582,-0.27291,-0.223687,0.172232,0.172232,0.172232,0.172232,0.0856243,-0.0708797,-0.0574763,-0.0415951}
