doc_id	relation_id	relation_name	gene_words	hpoterm_words	words	sentences_before	sentences_after	expectation	gene_expectation	hpoterm_expectation	features	weights
journal.pone.0006555.pdf	RELATION_GENEHPOTERM_journal.pone.0006555.pdf_412_412_5_5_8_8	OSM/HP:0002861|Melanoma	{5}	{8}	{Resistance,to,growth,inhibition,by,OSM,in,metastatic,melanoma,cell,lines,correlated,with,a,speciﬁc,loss,of,OSMR,",",in,conjunction,with,a,lower,level,of,histone,acetylation,in}	{"OSMR is a receptor of Oncostatin M ( OSM ) , an interleukin-6 ( IL-6 ) - type cytokine identified as a potent suppressor of tumor cells .","Human OSM was originally described by its capacity to inhibit melanoma proliferation in vitro [ 33,34 ] , and its targets for growth inhibition include lung carcinomas [ 35 ] , ovarian carcinomas [ 36 ] , and breast tumors [ 37 ] ."}	{"In I : d e","E 1 \\" ’ n o : ( Case ) a b I !"}	0.964	0.762	1	{"WORD_SEQ_[in metastatic]","WORD_SEQ_NER_[in metastatic]",POS_SEQ_[IN_JJ],DEP_PATH_[@nn-prep_in|line]}	{1.76471,1.76471,-0.72281,0.429113}
SCPDFS_25232.pdf	RELATION_GENEHPOTERM_SUP_MAP_SCPDFS_25232.pdf_1400_1400_0_0_4_6_UNSUP	WT1/HP:0000078|Abnormality of the genital system	{0}	{4,5,6}	{WT1,mutations,contribute,to,abnormal,genital,system,development,and,hereditary,Wilms,’,tumour,.}	{"Cell 67 , 437446 .","Pelletier , J. , Bruening , W. , Li , F.P. , Haber , D.A. , Glaser , T. , Housman , D.E. , 1991b ."}	{"Nature 353 , 431434 .","Pelletier , J. , Schalling , M. , Buckler , A.J. , Rogers , A. , Haber , D.A. , Housman , D. , 1991c ."}	0.926	0.876	0.988	{"WORD_SEQ_NER_[mutation contribute to]",DEP_PATH_[nn-nsubj|mutation@nn-prep_to|development],"WORD_SEQ_[mutation contribute to]",POS_SEQ_[NNS_VBP_TO]}	{0.750836,0.750836,0.750836,0.253521}
journal.pone.0017948.pdf	RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0017948.pdf_506_506_27_27_30_30_UNSUP	BRAF/HP:0002861|Melanoma	{27}	{30}	{Flaherty,KT,",",Puzanov,1,",",Kim,KB,",",Ril,),as,A,",",lVIcArthur,GA,",",et,al.,(,2010,),Inhibition,of,mutated,",",activated,BRAF,in,metastatic,melanoma,.}	{"Bollag G , Hirth P , TsaiJ , ZhangJ , Ibrahim PN , et al. ( 2010 ) Clinical efficacy of a RAF inhibitor needs broad target blockade in BRAF-mutant melanoma .","Nature 467 : 5964599 ."}	{"N EnglJ Nled 363 : 8094819 .",.}	0.938	0.606	0.998	{"WORD_SEQ_NER_[in metastatic]","WORD_SEQ_[in metastatic]",POS_SEQ_[IN_JJ],DEP_PATH_[@prep_in]}	{1.76471,1.76471,-0.72281,-0.329935}
journal.pone.0072299.pdf	RELATION_GENEHPOTERM_journal.pone.0072299.pdf_299_299_24_24_28_29	DNAI2/HP:0012265|Ciliary dyskinesia	{24}	{28,29}	{Loges,NT,",",Oll,),rich,H,",",Fenske,L,",",l,"\\\\",Iussa1f1,H,",",Horvath,],",",et,al.,(,2008,),DNAI2,mutations,cause,primary,ciliary,dyskinesia,with,defects,in,the,outer,dynein,arm,.}	{"Guichard C , Harricane l \\\\ ’ IC , Laﬁtte ] ] , Godard P , Zaegel NI , et al. ( 2001 ) Axonemal dynein intermediate-chain gene ( DNAII ) mutations result in situs inversus and primary ciliary dyskinesia ( Kartagener syndrome ) .","Am ] Hum Genet 68 : 103041035 ."}	{"Am ] Hum Genet 83 : 5474558 .","Duriez B , Duquesnoy P , Escudier E , Bridoux AIVI , Escalier D , et al. ( 2007 ) A common Variant in combination with a nonsense mutation in a member of the thioredoxin family causes primary ciliary dyskinesia ."}	0.938	0.94	1	{"WORD_SEQ_[mutation cause primary]","WORD_SEQ_NER_[mutation cause primary]",DEP_PATH_[nn-nsubj|mutation@dobj],POS_SEQ_[NNS_VBP_JJ]}	{0.875091,0.875091,0.689292,0.219088}
journal.pone.0090958.pdf	RELATION_GENEHPOTERM_journal.pone.0090958.pdf_406_406_27_27_32_35	TP53/HP:0011459|Esophageal carcinoma	{27}	{32,35}	{Silveira,AP,",",Da,Silva,"1\\\\/Ianoel-Caetano",F,",",Aoki,S,",",Yamasaki,LH,",",Rahal,P,",",et,al.,(,2011,),Gene,mutations,and,polymorphisms,of,TP53,and,FHIT,in,chronic,esophagitis,and,esophageal,carcinoma,.}	{"Eur ] Cancer 38 : 8324841 .","3 ."}	{"Anticancer Res 31 : 168541690 .","4 ."}	0.924	0.858	1	{DEP_PATH_[prep_of-dobj|mutation@prep_in],POS_SEQ_[CC_NN_IN_JJ],"WORD_SEQ_[and fhit in chronic]","WORD_SEQ_NER_[and ORGANIZATION in chronic]"}	{2.29582,0.147231,0,0}
SCPDFS_48620.pdf	RELATION_GENEHPOTERM_SUP_MAP_SCPDFS_48620.pdf_51_51_6_6_10_10_UNSUP	ATM/HP:0001251|Ataxia	{6}	{10}	{including,the,human,gene,pmduﬂ,(,ATM,),mutated,in,ataxia,tetangicctasia,.}	{"ﬁnd that defective alleles of the previously identiﬁed yeast mecl gene are suppressed hy overexpression of radibp protein kinase .","mecl encodes a protein kinase with homology to phosphatidyl inositol kinases ."}	{"Ataxia tclangiecttuiia isan autosomally inherited multi - stem disorder Cltai2lCt .","I3l ' l7 £ Ll by a cancer-prone phenotype ."}	0.916	0.046	0.908	{"WORD_SEQ_NER_[NUMBER mutate in]",POS_SEQ_[CD_VBN_IN],DEP_PATH_[dep@nn-prep_in|tetangicctasium-partmod|mutate],"WORD_SEQ_[) mutate in]"}	{0.693511,0.577001,0.476607,0.476607}
SCPDFS_3338.pdf	RELATION_GENEHPOTERM_SCPDFS_3338.pdf_1115_1115_2_2_5_6	DNAH5/HP:0012265|Ciliary dyskinesia	{2}	{5,6}	{Mutations,in,DNAH5,cause,primary,ciliary,dyskinesia,and,randomization,of,left-right,asymmetry,.}	{"Olbrich , H. , Haffner , l ( .",", Kispert , A. , Volkel , A. , Volz , A. , Sasmaz , G. , Reinhardt , R. , Hennig , S. , Lehrach , H. , Konietzko , N. , Zariwala , M. , Noone , P.G. , Knowles , M. , Mitchison , H.M. , Meeks , M. , Chung , E.M. , Hildebrandt , F. , Sudbrak , R. , Omran , H. , 2002 ."}	{"Nat .","Genet ."}	0.91	0.752	0.99	{DEP_PATH_[nn-prep_in|cause@dep],"WORD_SEQ_NER_[cause primary]","WORD_SEQ_[cause primary]",POS_SEQ_[NN_JJ]}	{0.985911,0.506261,0.506261,0.252771}
SCPDFS_46377.pdf	RELATION_GENEHPOTERM_SUP_MAP_SCPDFS_46377.pdf_299_299_12_12_19_19_UNSUP	SCA17/HP:0001251|Ataxia	{12}	{19}	{1,",",281-328,2,Nakamura,",",K.,et,al.,(,2001,),SCA17,",",a,novel,autosomal,dominant,cerebellar,ataxia,caused,by,an,expanded,polyglutamine,in,TATAbinding,protein,.}	{"Rev. Genomics Hum .","Genet ."}	{"Hum .","Mol ."}	0.948	0.118	1	{"WORD_SEQ_NER_[, a novel autosomal dominant cerebellar]","WORD_SEQ_[, a novel autosomal dominant cerebellar]","POS_SEQ_[,_DT_JJ_JJ_JJ_NN]",DEP_PATH_[dep-advmod|DATE-dep|(-appos|K.@appos]}	{0.938645,0.938645,0.938645,0.0741046}
SCPDFS_4263.pdf	RELATION_GENEHPOTERM_SUP_MAP_SCPDFS_4263.pdf_929_929_4_4_11_11_UNSUP	RAX/HP:0000528|Anophthalmia	{4}	{11}	{Mutations,in,the,human,RAX,homeobox,gene,in,a,patient,with,anophthalmia,and,sclerocomea,.}	{"275 , 30757-30760 .","Voronina , V.A. , Kozhemyakina , E.A. , O’Kemick , C.M. , Kahn , N.D. , Wenger , S.L. , Linberg , J.V. , Schneider , A.S. , Mathers , P.H. , 2004 ."}	{"Hum .","Mol ."}	0.92	0.958	1	{"WORD_SEQ_NER_[homeobox gene in a patient with]","WORD_SEQ_[homeobox gene in a patient with]",DEP_PATH_[nn-prep_in|gene@prep_with-prep_in|patient],POS_SEQ_[NN_NN_IN_DT_NN_IN]}	{0.921875,0.921875,0.678447,0.0385245}
SCPDFS_25436.pdf	RELATION_GENEHPOTERM_SUP_MAP_SCPDFS_25436.pdf_316_316_12_12_8_8_UNSUP	SCA2/HP:0001251|Ataxia	{12}	{8}	{Genomic,structure,of,the,human,gene,for,spinocerebellar,ataxia,type,2,(,SCA2,),on,chromosome,12q24,.1,.}	{"3 , 619 — 627 .","Sahba , S. , Nechiporuk , A. , Figueroa , K.P. , Nechiporuk , T. , Pulst , S.M. , 1998 ."}	{"Genomics 47 , 359 — 364 .","Sambrook , J ."}	0.968	0.08	1	{"INV_WORD_SEQ_NER_[type NUMBER NUMBER]","INV_WORD_SEQ_[type 2 (]",INV_POS_SEQ_[NN_CD_CD],INV_DEP_PATH_[nn-dep|)@nn-prep_for|type-prep_of|gene]}	{2.8595,1.23996,-0.520853,0.0619175}
