doc_id	relation_id	relation_name	gene_words	hpoterm_words	words	sentences_before	sentences_after	expectation	gene_expectation	hpoterm_expectation	features	weights
SCPDFS_18460.pdf	RELATION_GENEHPOTERM_SUP_MAP_SCPDFS_18460.pdf_528_528_7_7_5_5	HERG/HP:0011675|Arrhythmia	{7}	{5}	{A,molecular,basis,for,cardiac,arrhythmia,:,HERG,mutations,cause,long,QT,syndrome,.}	{"Curran , M.E. , Splawski , 1. , Timothy , l ( .","W. , Vincent , G.M. , Green , E.D. , Keating , M.T. , 1995 ."}	{"Cell 80 , 795-803 .","Eberle , A.B. , Stalder , L , Mathys , H. , Orozco , R.Z. , Miihlemann , o. , 2008 ."}	0.934	0.694	0.992	{INV_DEP_PATH_[nn-nsubj|mutation-dep|cause@prep_for],INV_POS_SEQ_[:],INV_WORD_SEQ_[:],INV_WORD_SEQ_NER_[:]}	{3.92101,-2.01373,0.304447,0.304447}
journal.pmed.0030100.pdf	RELATION_GENEHPOTERM_SUP_MAP_journal.pmed.0030100.pdf_586_586_21_21_26_26_UNSUP	COL4A4/HP:0000790|Hematuria	{21}	{26}	{Longo,I,",",Porcedda,P,",",Mari,F,",",Giachino,D,",",Meloni,I,",",et,al.,(,2002,),COL4A3l,COL4A4,mutations,:,From,familial,hematuria,to,autosomal-dominant,or,recessive,Alport,syndrome,.}	{"Eur ] Biochem 120 : 203-211 .","5 ."}	{"Kidney Int 61 : 1947-1956 .","6 ."}	0.904	0.878	0.752	{"WORD_SEQ_[mutation : from familial]","WORD_SEQ_NER_[mutation : from familial]",POS_SEQ_[NNS_:_IN_JJ],DEP_PATH_[nn@prep_from]}	{0.778654,0.778654,0.778654,-0.188144}
SCPDFS_46238.pdf	RELATION_GENEHPOTERM_SUP_MAP_SCPDFS_46238.pdf_526_526_16_16_24_24_UNSUP	TBX22/HP:0010296|Ankyloglossia	{16}	{24}	{42,Braybrook,",",C.,et,al.,(,2001,),The,T,—,box,transcription,factor,gene,TBX22,is,mutated,in,X-linked,cleft,palate,and,ankyloglossia,.}	{"41 Huang , Y.P. et al. ( 2004 ) Altered sumoylation of p63alpha contributes to the split-hand/foot malformation phenotype .","Cell Cycle 3 , 1587-1596"}	{"Nat .","Genet ."}	0.94	0.898	0.908	{POS_SEQ_[VBZ_VBN_IN_JJ_NN_NN_CC],"WORD_SEQ_[be mutate in x-linked cleft palate and]","WORD_SEQ_NER_[be mutate in x-linked cleft palate and]",DEP_PATH_[dep-dep|(-nsubjpass|C.@conj_and-prep_in|palate]}	{0.916722,0.770058,0.770058,0.219631}
SCPDFS_18843.pdf	RELATION_GENEHPOTERM_SUP_MAP_SCPDFS_18843.pdf_429_429_12_12_0_1_UNSUP	MECP2/HP:0002719|Recurrent infections	{12}	{0,1}	{Recurrent,infections,",",hypotonia,",",and,mental,retardation,caused,by,duplication,of,MECP2,and,adjacent,region,in,Xq28,.}	{"8 , 784-792 .","Friez , M. J , , et al. , 2006 ."}	{"Pediatrics 118 , e1687-e1695 .","Girard , M , , et al. , 2001 , Parental origin of de novo MECP2 mutations in Rett syndrome ."}	0.902	0.26	0.998	{INV_DEP_PATH_[prep_of-prep_by|duplication@nsubj],"INV_WORD_SEQ_[, hypotonium , and mental retardation cause by duplication of]","INV_WORD_SEQ_NER_[, hypotonium , and mental retardation cause by duplication of]","INV_POS_SEQ_[,_NN_,_CC_JJ_NN_VBN_IN_NN_IN]"}	{0.704977,0.465735,0.465735,0.465735}
journal.pgen.1002062.pdf	RELATION_GENEHPOTERM_SUP_MAP_journal.pgen.1002062.pdf_697_697_20_20_31_32_UNSUP	COL4A1/HP:0003394|Muscle cramps	{20}	{31,32}	{Plaisier,E,",",Gribouval,O,",",Alamowitch,S,",",Nlougenot,B,",",Prost,C,",",et,al.,(,2007,),COL4A1,mutations,and,hereditary,angiopathy,",",nephropathy,",",aneurysms,",",and,muscle,cramps,.}	{"Ann Neurol 62 : 177 — 184 .",.}	{"N EnglJ 1 % ed 357 : 2687 — 2695 .","de Vries L , Koopman C , Groenendaal F , Van Schooneveld 1 % , V erheijen F , et al. ( 2009 ) COL4A1 mutation in two preterm siblings with antenatal onset of parenchymal hemorrhage ."}	0.95	0.95	0.972	{"WORD_SEQ_[mutation and hereditary angiopathy , nephropathy , aneurysm , and]","WORD_SEQ_NER_[mutation and hereditary angiopathy , nephropathy , aneurysm , and]","POS_SEQ_[NNS_CC_JJ_NN_,_NN_,_NNS_,_CC]",DEP_PATH_[nn-dep|mutation-dep|(-appos|PERSON@conj_and-appos|angiopathy]}	{0.980286,0.980286,0.980286,0.229725}
journal.pone.0066145.pdf	RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0066145.pdf_179_179_36_36_29_30_UNSUP	ARSACS/HP:0002497|Spastic ataxia	{36}	{29,30}	{Girard,NI,",",Lariviere,R,",",Parfitt,DA,",",Deane,EC,",",Gaudet,R,",",et,al.,(,2012,),Nlitochondrial,dysfunction,and,Purkinje,cell,loss,in,autosomal,recessive,spastic,ataxia,of,Charlevoix,»,Saguenay,(,ARSACS,),.}	{"Engert JC , Berube P , l\\\\/Iercier J , Dore C , Lepage P , et al. ( 2000 ) ARSACS , a spastic ataxia common in northeastern Quebec , is caused by mutations in a new gene encoding an 11.5-kb ORF .","Nature Genetics 24 : 1204125 ."}	{"Proc Natl Acad Sci U S A 109 : 1661 — 1666 .","Richter A , RiouxJD , BouchardJP , lVIercierJ , 1 \\\\ ’ IathieuJ , et al. ( 1999 ) Location score and haplotype analyses of the locus for autosomal recessive spastic ataxia of Charlevoix-Saguenay , in chromosome region l3ql 1 ."}	0.94	0.012	0.994	{INV_POS_SEQ_[IN_NNP_CD_NNP_CD],"INV_WORD_SEQ_[of Charlevoix » Saguenay (]","INV_WORD_SEQ_NER_[of LOCATION NUMBER Saguenay NUMBER]",INV_DEP_PATH_[nn-dep|)-dep|Saguenay@prep_in-appos|loss]}	{1.24523,0.588477,0.588477,0.299117}
journal.pone.0002138.pdf	RELATION_GENEHPOTERM_journal.pone.0002138.pdf_303_303_25_25_31_33	CYP21A2/HP:0008258|Congenital adrenal hyperplasia	{25}	{31,32,33}	{Friaes,A,",",Rego,AT,",",AraguesJ1,"\\\\",’,I,",",1,"\\\\",’,loura,LF,",",Nlirante,A,",",et,al.,(,2006,),CYP21A2,mutations,in,Portuguese,patients,with,congenital,adrenal,hyperplasia,:,identiﬁ,~,cation,of,two,novel,mutations,and,characterization,of,four,different,partial,gene,conversions,.}	{"J Clin Endocrinol 1\\\\/letab 92 : 1164 * 1167 .","14 ."}	{"Nlol Genet lVletab 88 : 58 * 65 .","15 ."}	0.902	0.958	0.988	{DEP_PATH_[nn-dobj|mutation@prep_with],POS_SEQ_[NNS_IN_JJ_NNS_IN],"WORD_SEQ_[mutation in portuguese patient with]","WORD_SEQ_NER_[mutation in LOCATION patient with]"}	{1.792,0.389648,0,0}
journal.pone.0000856.pdf	RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0000856.pdf_12_12_9_9_20_21_UNSUP	CGD/HP:0002719|Recurrent infections	{9}	{20,21}	{Lack,of,this,protein,causes,chronic,granulomatous,disease,(,CGD,),",",a,rare,genetic,disorder,characterized,by,severe,and,recurrent,infections,due,to,the,incapacity,of,phagocytes,to,kill,microorganisms,.}	{"Background .","Gp91p \\" ° \\" is a transmembrane protein and the catalytic core of the NADPH oxidase complex of neutrophils ."}	{"Methodology .","Here we optimize a prokaryotic cell-free expression system to produce integral mammalian membrane proteins ."}	0.972	0.036	0.562	{DEP_PATH_[nn@agent-partmod|characterize-appos|disorder],"POS_SEQ_[NN_,_DT_JJ_JJ_NN_VBN_IN_JJ_CC]","WORD_SEQ_[) , a rare genetic disorder characterize by severe and]","WORD_SEQ_NER_[) , a rare genetic disorder characterize by severe and]"}	{2.14888,0.459117,0.459117,0.459117}
journal.pone.0062849.pdf	RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0062849.pdf_624_624_31_31_40_41_UNSUP	TTF-2/HP:0000453|Choanal atresia	{31}	{40,41}	{Clifton-Bligh,RJ,",","\\\\",/,Ventworth,Jl,"\\\\",’,I,",",Heinz,P,",",Crisp,"l\\\\/IS",",",John,R,",",et,al.,(,1998,),Nlutation,of,the,gene,encoding,human,TTF-2,associated,with,thyroid,agenesis,",",cleft,palate,and,choanal,atresia,.}	{"Ba_mforth JS , Hughes IA , Lazarus JH , VVeaver Cl \\\\ ’ I , Harper PS ( 1989 ) Congenital hypothyroidism , spiky hair , and cleft palate .","J lVIed Genet 26 : 49451 ."}	{"Nat Genet 19 : 3994401 .","Venza I , Visalli NI , Tripodo B , Lentini IVI , Teti D , et al. ( 2009 ) Investigation into FOXE1 genetic variations in cutaneous squamous cell carcinoma ."}	0.982	0.946	0.972	{"WORD_SEQ_NER_[associate with thyroid agenesis , cleft palate and]","WORD_SEQ_[associate with thyroid agenesis , cleft palate and]","POS_SEQ_[VBN_IN_NN_NN_,_NN_NN_CC]","DEP_PATH_[dobj-xcomp|encode-dep|(-dep|\\\\\\\\-nsubj|PERSON@conj_and-prep_with|agenesis]"}	{1.10927,1.10927,1.10927,0.288143}
journal.pone.0002318.pdf	RELATION_GENEHPOTERM_journal.pone.0002318.pdf_580_580_5_5_9_10	c-Myc/HP:0012125|Prostate cancer	{5}	{9,10}	{least,two,gerrnline,haplotypes,near,c-Myc,are,associated,with,prostate,cancer,development,[,52,—,56,],.}	{"OO02318 .",gOO4}	{"It is not known if the men who inherit the at-risk haplotype ( s ) have a clinically more aggressive prostate cancer , a poorer prognosis , somatic ( tumor ) overrepresentation of 8q24 , or overexpression of 8q24 genes .","Alterations of several ets-family oncogenes are associated with the development of prostate cancer [ 28 — 30 ] ."}	0.914	0.24	1	{"WORD_SEQ_[be associate with]","WORD_SEQ_NER_[be associate with]",POS_SEQ_[VBP_VBN_IN],DEP_PATH_[prep_near-nsubjpass|least@nn-prep_with|development]}	{1.40659,1.40659,-0.556139,0}
