doc_id	relation_id	relation_name	gene_words	hpoterm_words	words	sentences_before	sentences_after	expectation	gene_expectation	hpoterm_expectation	features	weights
journal.pone.0098235.pdf	RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0098235.pdf_276_276_13_13_16_16_UNSUP	FLG/HP:0002099|Asthma	{13}	{16}	{However,",",a,Polish,study,also,found,evidence,for,the,association,between,combined,FLG,variants,with,asthma,and,AR,",",and,an,association,between,FLGnull,variants,and,atopic,asthma,was,also,observed,in,individuals,without,AD,or,a,history,thereof,[,37,],.}	{"Several studies have shown that FLG mutations predispose to asthma but only in the context of prior eczema or AD and their families , which indicating that FLG mutations did not have an independent effect on asthma [ 34 — 36 ] .","A study [ 17 ] in Northern China reported that c. 332ldelA was associated with AD-associated AR or asthma in stratiﬁed analysis ( P = 0.035 ) ."}	{"In one study in Northern China , no association was observed between the combined FLG mutations and AD-associated asthma or AR ; however , an association between the mutation K467lX and AD-associated AR was found [ 2 ] .","An additional study in Southern China did not ﬁnd an association between the combined FLG mutations and ADassociated asthma or AR ."}	0.944	0.33	1	{POS_SEQ_[NNS_IN],"WORD_SEQ_[variant with]",VERB_DEP_PATH_POS_[find]_[nn-prep_between|NNS-prep_for|NN@]_[prep_with@],VERB_DEP_PATH_POS_[observe]_[nn-prep_between|NNS-prep_for|NN@conj_and]_[prep_with@conj_and],DEP_PATH_POS_[nn-prep_between|NNS-prep_for|NN@prep_with],VERB_DEP_PATH_[observe]_[nn-prep_between|variant-prep_for|association@conj_and]_[prep_with@conj_and],VERB_DEP_PATH_[find]_[nn-prep_between|variant-prep_for|association@]_[prep_with@],DEP_PATH_[nn-prep_between|variant-prep_for|association@prep_with]}	{-1.46825,0.853524,0.549276,0.549276,0.549276,0.549276,0.549276,0.549276}
journal.pone.0035309.pdf	RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0035309.pdf_459_459_42_42_35_35_UNSUP	BRAF/HP:0002861|Melanoma	{42}	{35}	{Xing,F,",",Persaud,Y,",",Pratilas,CA,",",Taylor,BS,",",Janakiraman,1,"\\\\",I,",",et,al.,(,2011,),Concurrent,loss,of,the,PTEN,and,RB1,tumor,suppressors,attenuates,RAF,dependence,in,melanomas,harboring,(,V,',600E,),BRAF,.}	{"J 1 \\\\ ’ Io1 Diagn 9 : 4644471 .",.}	{"Oncogene .","McGuinness C , VVesley UV ’ ( 2008 ) Dipeptidyl peptidase IV ( DPPIV ) , a candidate tumor suppressor gene in melanomas is silenced by promoter methylation ."}	0.956	0.054	0.92	{INV_VERB_DEP_PATH_POS_[xing]_[nsubj@]_[prep_in-nsubj|NN-xcomp|JJ-dep|VBZ@],INV_DEP_PATH_[nsubj@prep_in-nsubj|dependence-xcomp|600e-dep|attenuate],"INV_WORD_SEQ_[harbor ( v ' 600e )]","INV_WORD_SEQ_NER_[harbor NUMBER v ' 600e NUMBER]",INV_POS_SEQ_[VBG_CD_NN_''_JJ_CD],INV_DEP_PATH_POS_[nsubj@prep_in-nsubj|NN-xcomp|JJ-dep|VBZ],INV_VERB_DEP_PATH_POS_[attenuate]_[nsubj@dep]_[prep_in-nsubj|NN-xcomp|JJ@],INV_VERB_DEP_PATH_[attenuate]_[nsubj@dep]_[prep_in-nsubj|dependence-xcomp|600e@],INV_VERB_DEP_PATH_[xing]_[nsubj@]_[prep_in-nsubj|dependence-xcomp|600e-dep|attenuate@]}	{0.340628,0.340628,0.340628,0.340628,0.340628,0.340628,0.340628,0.340628,0.340628}
journal.pone.0026967.pdf	RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0026967.pdf_377_377_1_1_29_29_UNSUP	KCNE1/HP:0011675|Arrhythmia	{1}	{29}	{with,KCNE1,polymorphism,alleles,showed,the,generation,of,early,after-depolarisations,with,the,atrial,ﬁbrillationassociated,‘,38G,’,under,speciﬁc,conditions,that,might,cause,enhanced,automaticity,and,thus,trigger,the,arrhythmia,[,12,],.}	{"In clinical studies , the KCNE1 single nucleotide polymorphism G388 has been associated with atrial ﬁbrillation [ 10 ] .","Previous modelling studies of IK ."}	{"Clinical observations provide consistent evidence for a physiological consequence of the single nucleotide polymorphism as ﬁbrillatory rates in atrial ﬁbrillation-patients were slower for those with the ‘ 38G ’ allele in comparison to patients with the ‘ 38S ’ allele [ 32 ] .","Slower ﬁbrillatory rates relate to prolonged refractory periods may well be associated with reduced repolarizing currents ."}	0.936	0.996	0.858	{WORD_SEQ_[TOO_FAR_AWAY],DEP_PATH_POS_[nn-prep_with|NNS@nn-dobj|NN-rcmod|VB-nsubj|NN],VERB_DEP_PATH_[cause]_[nn-prep_with|allele@rcmod-nsubj|generation]_[nn-dobj|]-rcmod|trigger@rcmod],VERB_DEP_PATH_POS_[trigger]_[nn-prep_with|NNS@rcmod-nsubj|NN]_[nn-dobj|NN@],VERB_DEP_PATH_POS_[show]_[nn-prep_with|NNS@]_[nn-dobj|NN-rcmod|VB-nsubj|NN@],VERB_DEP_PATH_[show]_[nn-prep_with|allele@]_[nn-dobj|]-rcmod|trigger-nsubj|generation@],VERB_DEP_PATH_POS_[cause]_[nn-prep_with|NNS@rcmod-nsubj|NN]_[nn-dobj|NN-rcmod|VB@rcmod],VERB_DEP_PATH_[trigger]_[nn-prep_with|allele@rcmod-nsubj|generation]_[nn-dobj|]@],DEP_PATH_[nn-prep_with|allele@nn-dobj|]-rcmod|trigger-nsubj|generation]}	{-3.42505,0.738333,0.738333,0.738333,0.738333,0.738333,0.738333,0.738333,0.738333}
journal.pbio.0020198.pdf	RELATION_GENEHPOTERM_SUP_MAP_journal.pbio.0020198.pdf_625_625_22_22_11_12_UNSUP	IPEX/HP:0002958|Immune dysregulation	{22}	{11,12}	{Gambineri,E,",",Torgerson,TR,",",Ochs,HD,(,2003,),Immune,dysregulation,",",polyendocrinopathy,",",enteropathy,",",and,X-linked,inheritance,(,IPEX,),",",a,syndrome,of,systemic,autoimmunity,caused,by,mutations,of,FOXP3,",",a,critical,regulator,of,T-cell,homeostasis,.}	{"Furtado GC , Olivares-Villagomez D , Curotto de Lafaille MA , Wensky AK , Latkowski ] A , et al. ( 2001 ) Regulatory T cells in spontaneous autoimmune encephalomyelitis .","Immunol Rev 182 : 122-134 ."}	{"Curr Opin Rheumatol 15 : 430-435 .","Green EA , Choi Y , Flavell RA ( 2002 ) Pancreatic lymph node-derived CD4 + CD25 + Treg cells : Highly potent regulators of diabetes that require TRANCE-RANK signals ."}	0.99	0.012	1	{INV_DEP_PATH_POS_[dep-conj_and|NN@conj_and],"INV_POS_SEQ_[,_NN_,_NN_,_CC_JJ_NN_CD]","INV_WORD_SEQ_NER_[, polyendocrinopathy , enteropathy , and x-linked inheritance NUMBER]","INV_WORD_SEQ_[, polyendocrinopathy , enteropathy , and x-linked inheritance (]",INV_DEP_PATH_[dep-conj_and|inheritance@conj_and]}	{-1.63434,1.60353,1.60353,1.60353,0.81041}
journal.pone.0008689.pdf	RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0008689.pdf_393_393_25_25_32_34_UNSUP	PITX3/HP:0001115|Posterior polar cataract	{25}	{32,33,34}	{Bidinost,C,",",1VIatsumoto,IVI,",",Chung,D,",",Salem,N,",",Zhang,K,",",et,al.,(,2006,),Heterozygous,and,homozygous,mutations,in,PITX3,in,a,large,Lebanese,family,with,posterior,polar,cataracts,and,neurodevelopmental,abnormalities,.}	{"AmJ Hum Genet 79 : 3584364 .","10 ."}	{"Invest Ophthalmol Vis Sci 47 : 127441280 .","11 ."}	0.938	0.816	1	{"WORD_SEQ_NER_[in a large MISC family with]",DEP_PATH_[prep_in-dobj|mutation@prep_with-prep_in|family],DEP_PATH_POS_[prep_in-dobj|NNS@prep_with-prep_in|NN],"WORD_SEQ_[in a large lebanese family with]",POS_SEQ_[IN_DT_JJ_JJ_NN_IN]}	{0.955701,0.459147,0.446997,0.446997,0.385609}
SCPDFS_45719.pdf	RELATION_GENEHPOTERM_SUP_MAP_SCPDFS_45719.pdf_151_151_27_27_24_24_UNSUP	ATM/HP:0001009|Telangiectasia	{27}	{24}	{Moreover,",",the,abnormalities,exhibited,by,Wee1,—,deﬁcient,cells,are,more,severe,than,that,noted,for,other,checkpoint,proteins,such,as,ataxia,—,telangiectasia,mutated,(,ATM,),",",which,regulates,G2/lVI,entry,",",suggesting,that,the,loss,of,proliferation,may,not,be,solely,attributed,to,early,entry,into,mitosis,[,49,],.}	{"or ﬁssion yeast that can survive without Weel , knockout of Weel in mice is embryonic lethal [ 49 ] .","Wee1 — null embryos do not proceed past the blastocyst stage due to defects in cell proliferation ."}	{"Consistent with this notion , Wee1 — deﬁcient cells exhibit increased DNA damage in S phase as evidenced by increased H2AX S139 — phosphorylation , a hallmark of DNA damage , and chromosome aneuploidy [ 49,50 ] .","When DNA replication is disrupted by endogenous or exogenous factors , such as alkylating agents , oxidative free radicals , UV radiation , or nucleotide depletion , cells rapidly mobilize checkpoint and DNA repair proteins to sites of damage ."}	0.964	0.064	0.578	{INV_DEP_PATH_POS_[dobj-partmod|VBN@],INV_DEP_PATH_[dobj-partmod|mutate@],INV_VERB_DEP_PATH_POS_[mutate]_[dobj@]_[@partmod],INV_VERB_DEP_PATH_[mutate]_[dobj@]_[@partmod],INV_POS_SEQ_[VBN_CD],"INV_WORD_SEQ_NER_[mutate NUMBER]","INV_WORD_SEQ_[mutate (]",INV_VERB_DEP_PATH_[regulate]_[@rcmod]_[@rcmod-dobj|ATM-partmod|mutate],INV_VERB_DEP_PATH_[note]_[dobj-partmod|mutate-prep_such_as|telangiectasium-prep_for|protein@]_[prep_such_as-prep_for|protein@],INV_VERB_DEP_PATH_POS_[note]_[dobj-partmod|VBN-prep_such_as|NN-prep_for|NNS@]_[prep_such_as-prep_for|NNS@],INV_VERB_DEP_PATH_POS_[regulate]_[@rcmod]_[@rcmod-dobj|NNP-partmod|VBN],INV_VERB_DEP_PATH_POS_[suggest]_[dobj@partmod]_[@partmod-partmod|VBN],INV_VERB_DEP_PATH_POS_[be]_[dobj@auxpass-ccomp|VBN-partmod|VBG]_[@auxpass-ccomp|VBN-partmod|VBG-partmod|VBN],INV_VERB_DEP_PATH_POS_[attribute]_[dobj@ccomp-partmod|VBG]_[@ccomp-partmod|VBG-partmod|VBN],INV_VERB_DEP_PATH_[suggest]_[dobj@partmod]_[@partmod-partmod|mutate],INV_VERB_DEP_PATH_[be]_[dobj@auxpass-ccomp|attribute-partmod|suggest]_[@auxpass-ccomp|attribute-partmod|suggest-partmod|mutate],INV_VERB_DEP_PATH_[attribute]_[dobj@ccomp-partmod|suggest]_[@ccomp-partmod|suggest-partmod|mutate]}	{-1.61146,0.875257,0.875257,0.875257,-0.707815,-0.707815,-0.707815,0.426747,0.426747,0.426747,0.426747,0.426747,0.426747,0.426747,0.426747,0.426747,0.426747}
journal.pgen.1001304.pdf	RELATION_GENEHPOTERM_SUP_MAP_journal.pgen.1001304.pdf_581_581_22_22_30_30_UNSUP	SCN5A/HP:0011675|Arrhythmia	{22}	{30}	{Splawski,I,",",Timothy,KVV,",",Tateyama,NI,",",Clancy,CE,",",Nlalhotra,A,",",et,al.,(,2002,),Variant,of,SCN5A,sodium,channel,implicated,in,risk,of,cardiac,arrhythmia,.}	{"VVrote the paper : JGSJW M. Interpreted the results and revised the paper : EZS SKM KK RBS SAL NS SR AP MM DSE MAN RD PE DNP CNC Rl\\\\/I EJB AA SRH EF .","18 ."}	{"Science 2972 133341336 .","19 ."}	0.954	0.268	0.998	{POS_SEQ_[NN_NN_VBN_IN_NN_IN_JJ],"WORD_SEQ_[sodium channel implicate in risk of cardiac]",DEP_PATH_POS_[nn-prep_of|NN-nsubj|FW@prep_of-prep_in|NN],VERB_DEP_PATH_[implicate]_[nn-prep_of|channel-nsubj|MISC@]_[prep_of-prep_in|risk@],VERB_DEP_PATH_POS_[implicate]_[nn-prep_of|NN-nsubj|FW@]_[prep_of-prep_in|NN@],DEP_PATH_[nn-prep_of|channel-nsubj|MISC@prep_of-prep_in|risk]}	{1.17543,1.17543,0.226692,0.226692,0.226692,0.226692}
journal.pgen.1003765.pdf	RELATION_GENEHPOTERM_SUP_MAP_journal.pgen.1003765.pdf_18_18_14_14_5_5_UNSUP	AML1/HP:0001909|Leukemia	{14}	{5}	{ETO,is,thought,to,promote,leukemia,development,through,the,aberrant,regulation,of,RUNX1,(,AML1,),target,genes,.}	{"RUNX1 .","— ."}	{"Repression of these genes occurs via the recruitment of the corepressors N .","— ."}	0.972	0.062	0.994	{INV_VERB_DEP_PATH_POS_[be]_[prep_of-prep_through|NN-xcomp|VB@auxpass]_[nn-dobj|NN-xcomp|VB@auxpass],"INV_WORD_SEQ_[development through the aberrant regulation of runx1 (]",INV_VERB_DEP_PATH_[promote]_[prep_of-prep_through|regulation@]_[nn-dobj|development@],INV_VERB_DEP_PATH_[think]_[prep_of-prep_through|regulation-xcomp|promote@]_[nn-dobj|development-xcomp|promote@],INV_VERB_DEP_PATH_POS_[promote]_[prep_of-prep_through|NN@]_[nn-dobj|NN@],INV_DEP_PATH_[prep_of-prep_through|regulation@nn-dobj|development],INV_VERB_DEP_PATH_POS_[think]_[prep_of-prep_through|NN-xcomp|VB@]_[nn-dobj|NN-xcomp|VB@],INV_VERB_DEP_PATH_[be]_[prep_of-prep_through|regulation-xcomp|promote@auxpass]_[nn-dobj|development-xcomp|promote@auxpass],"INV_WORD_SEQ_NER_[development through the aberrant regulation of runx1 NUMBER]",INV_DEP_PATH_POS_[prep_of-prep_through|NN@nn-dobj|NN],INV_POS_SEQ_[NN_IN_DT_JJ_NN_IN_NN_CD]}	{0.366736,0.366736,0.366736,0.366736,0.366736,0.366736,0.366736,0.366736,0.366736,0.319636,-0.053755}
journal.pone.0086480.pdf	RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0086480.pdf_383_383_26_26_38_40_UNSUP	ABCA1/HP:0001677|Coronary artery disease	{26}	{38,39,40}	{Clee,SR1,",",Zwinderman,AH,",",EngertJC,",",Zwarts,KY,",",l,"\\\\",’,1olhuizen,HO,",",et,al.,(,2001,),Common,genetic,variation,in,ABCA1,is,associated,with,altered,lipoprotein,levels,and,a,modiﬁed,risk,for,coronary,artery,disease,.}	{"pdf .","2 ."}	{"Circulation 103 : 119841205 .","3 ."}	0.92	0.09	1	{DEP_PATH_POS_[prep_in-dep|NN-dep|FW-appos|CD-nsubjpass|NNP@prep_for],DEP_PATH_[prep_in-dep|variation-dep|(-appos|NUMBER-nsubjpass|PERSON@prep_for],"WORD_SEQ_[be associate with altered lipoprotein level and a modiﬁed risk for]",POS_SEQ_[VBZ_VBN_IN_JJ_NN_NNS_CC_DT_JJ_NN_IN]}	{0.639099,0.639099,0.466209,0.466209}
journal.pone.0092736.pdf	RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0092736.pdf_40_40_9_9_13_13_UNSUP	RTT/HP:0001251|Ataxia	{9}	{13}	{At,a,clinical,level,",",gait,in,children,with,RTT,is,characterized,by,ataxia,",",apraxia,and,spasticity,with,and,without,clonus,.}	{"The clinical picture is deﬁned by loss of spoken language and a regression of purposeful hand use , with the development of distinctive hand stereotypies and gait abnormalities .","Epilepsy , breathing irregularities and gastro-intestinal problems may be also present [ 3 — 6 ] ."}	{"Affected girls develop a preference for one leg , putting it forward at every step as the foremost leg , using the contralateral one just for support and balance [ 7 ] .","Based on available data , 20 — 40 % children with RTT will never be able to walk ."}	0.94	0.03	1	{POS_SEQ_[VBZ_VBN_IN],DEP_PATH_POS_[prep_with-prep_in|NNS-nsubjpass|NN@agent],DEP_PATH_[prep_with-prep_in|child-nsubjpass|gait@agent],VERB_DEP_PATH_[be]_[prep_with-prep_in|child-nsubjpass|gait@auxpass]_[agent@auxpass],VERB_DEP_PATH_[characterize]_[prep_with-prep_in|child-nsubjpass|gait@]_[agent@],VERB_DEP_PATH_POS_[be]_[prep_with-prep_in|NNS-nsubjpass|NN@auxpass]_[agent@auxpass],VERB_DEP_PATH_POS_[characterize]_[prep_with-prep_in|NNS-nsubjpass|NN@]_[agent@],"WORD_SEQ_[be characterize by]"}	{-1.45286,0.597183,0.597183,0.597183,0.597183,0.597183,0.597183,0.571492}
