doc_id	relation_id	relation_name	gene_words	hpoterm_words	words	sentences_before	sentences_after	expectation	gene_expectation	hpoterm_expectation	features	weights
SCPDFS_40421.pdf	RELATION_GENEHPOTERM_SUP_MAP_SCPDFS_40421.pdf_520_520_2_2_10_10_UNSUP	HERG/HP:0011675|Arrhythmia	{2}	{10}	{Spectrum,of,HERG,K1,channel,dysfunction,in,an,inherited,cardiac,arrhythmia,.}	{"GENOMIC STRUCTURE OF KVLQT1 , HERG , AND KCNE1 97","Sanguinetti , M. C. , Curran , M. E. , Spector , P. S. , and Keating , M. T. ( 1996a ) ."}	{"Proc .","Natl. Acad ."}	0.84	0.614	0.99	{DEP_PATH_[nn@prep_in],POS_SEQ_[NN_NN_NN_IN_DT_VBN_JJ],DEP_PATH_POS_[nn@prep_in],VERB_DEP_PATH_[inherit]_[nn@amod-prep_in|arrhythmium]_[@amod],"WORD_SEQ_[k1 channel dysfunction in a inherit cardiac]",VERB_DEP_PATH_POS_[inherit]_[nn@amod-prep_in|NN]_[@amod]}	{0.374951,0.371328,0.356655,0.20515,0.20515,0.20515}
SCPDFS_38516.pdf	RELATION_GENEHPOTERM_SUP_MAP_SCPDFS_38516.pdf_217_217_23_23_31_31_UNSUP	FRDA/HP:0001251|Ataxia	{23}	{31}	{The,relative,frequency,of,Friedreich,ataxia,in,two,comparable,European,studies,was,shown,to,be,~,75,%,;,a,Spanish,study,found,FRDA,gene,mutations,in,175,of,241,recessive/sporadic,ataxia,patients,[,23,],and,a,French,study,found,the,same,in,140,of,187,patients,[,24,],.}	{"M. Gomez et al. / Genomics 84 ( 2004 ) 779-784 783","signiﬁcantly when assuming either bi-or triracial models for genetic admixture [ 17 ] ; ( C ) sub-Saharan Africans do not have E alleles [ 8 ] and therefore in bi-or triracial models European FRDA genes are their only plausible source ."}	{"In contrast , a similarly ascertained cohort of Mexican Mestizo patients revealed an eightfold lower frequency , indicating that the underlying cause for recessive/sporadic ataxia in the Mexican population remains largely unknown .","Indeed , most patients tested negative for other known mutations causing inherited ataxias ."}	0.802	0.966	0.948	{VERB_DEP_PATH_[find]_[nn-nsubj|mutation@]_[nn-prep_of|patient-prep_in|NUMBER-nsubj|mutation@],POS_SEQ_[NN_NNS_IN_CD_IN_CD_JJ],VERB_DEP_PATH_POS_[find]_[nn-nsubj|NNS@]_[nn-prep_of|NNS-prep_in|CD-nsubj|NNS@],DEP_PATH_[nn@nn-prep_of|patient-prep_in|NUMBER],"WORD_SEQ_[gene mutation in 175 of 241 recessive/sporadic]","WORD_SEQ_NER_[gene mutation in NUMBER of NUMBER recessive/sporadic]",DEP_PATH_POS_[nn@nn-prep_of|NNS-prep_in|CD]}	{0.199334,0.199334,0.199334,0.199334,0.199334,0.199334,0.199334}
SCPDFS_45489.pdf	RELATION_GENEHPOTERM_SUP_MAP_SCPDFS_45489.pdf_33_33_33_33_29_29_UNSUP	ASL/HP:0012072|Aciduria	{33}	{29}	{A,human,ASL,cDNA,was,cloned,",",sequenced,",",and,mapped,by,somatic,cell,hybrid,DNA,and,in,situ,chromosomal,analysis,to,begin,studying,the,affected,protein,in,argininosuccinate,aciduria,and,control,of,ASL,gene,expression,.}	{"This variable deﬁciency seems to contradict the evidence that the ASL protein expressed in every tissue is encoded by the same gene .","It is possible , however , that the gene is under the control of separate regulatory genes which are tissue speciﬁc ."}	{"Comparison of the human cDNA sequence with the yeast genomic sequence showed the gene to be highly conserved at both the nucleic acid and the putative amino acid sequence levels .","We were able to conﬁrm previous mapping reports while further delimiting the gene ’s location by in situ analysis of human metaphase chromosomes ."}	0.766	0.376	0.97	{INV_POS_SEQ_[CC_NN_IN],INV_VERB_DEP_PATH_[begin]_[nn-prep_of|expression-dobj|protein-xcomp|study@]_[prep_in-dobj|protein-xcomp|study@],INV_DEP_PATH_[nn-prep_of|expression@prep_in],INV_VERB_DEP_PATH_POS_[affect]_[nn-prep_of|NN@amod]_[prep_in@amod],INV_VERB_DEP_PATH_POS_[study]_[nn-prep_of|NN-dobj|NN@]_[prep_in-dobj|NN@],"INV_WORD_SEQ_[and control of]",INV_VERB_DEP_PATH_POS_[begin]_[nn-prep_of|NN-dobj|NN-xcomp|VBG@]_[prep_in-dobj|NN-xcomp|VBG@],INV_VERB_DEP_PATH_[affect]_[nn-prep_of|expression@amod]_[prep_in@amod],INV_VERB_DEP_PATH_[study]_[nn-prep_of|expression-dobj|protein@]_[prep_in-dobj|protein@],INV_DEP_PATH_POS_[nn-prep_of|NN@prep_in]}	{-0.901044,0.253071,0.253071,0.253071,0.253071,0.253071,0.253071,0.253071,0.253071,-0.0268641}
SCPDFS_26450.pdf	RELATION_GENEHPOTERM_SUP_MAP_SCPDFS_26450.pdf_394_394_0_1_7_10_UNSUP	Morquio_syndrome/HP:0000687|Widely spaced teeth	{0,1}	{7,9,10}	{Morquio,syndrome,involves,craniofacial,abnormalities,",",including,wide,—,spaced,teeth,",",thin,enamel,",",broad,mouth,",",and,dense,calvarium,",",but,has,been,attributed,to,a,deﬁciency,in,galactosamine,(,N,.}	{"Our chromosome localization analysis mapped C192 7 to the region 16q22 , in proximity to a zinc ﬁnger gene cluster on chromosome 16q22 ( Cannizzaro et al. , 1993 ) .","Amongst the diseases associated with this chromosome region are acute myeloid anemia , Fanconi anemia type A , and Mucopolysaccharidosis type IVA ( Morquio syndrome ) ."}	{"— .","acetyl ) ."}	0.702	0.076	0.996	{DEP_PATH_[nsubj@ccomp],DEP_PATH_POS_[nsubj@ccomp],VERB_DEP_PATH_POS_[attribute]_[nsubj@ccomp]_[ccomp@ccomp],"WORD_SEQ_[involve craniofacial abnormality , include]",VERB_DEP_PATH_[include]_[nsubj-_|involve@ROOT@_]_[ccomp-_|involve@ROOT@_],VERB_DEP_PATH_[attribute]_[nsubj@ccomp]_[ccomp@ccomp],VERB_DEP_PATH_[involve]_[nsubj@]_[ccomp@],VERB_DEP_PATH_POS_[be]_[nsubj@auxpass-ccomp|VBN]_[ccomp@auxpass-ccomp|VBN],VERB_DEP_PATH_[space]_[nsubj@ccomp]_[@],VERB_DEP_PATH_POS_[have]_[nsubj@aux-ccomp|VBN]_[ccomp@aux-ccomp|VBN],VERB_DEP_PATH_POS_[space]_[nsubj@ccomp]_[@],VERB_DEP_PATH_POS_[include]_[nsubj-_|VBZ@ROOT@_]_[ccomp-_|VBZ@ROOT@_],VERB_DEP_PATH_POS_[involve]_[nsubj@]_[ccomp@],VERB_DEP_PATH_[have]_[nsubj@aux-ccomp|attribute]_[ccomp@aux-ccomp|attribute],VERB_DEP_PATH_[be]_[nsubj@auxpass-ccomp|attribute]_[ccomp@auxpass-ccomp|attribute],"POS_SEQ_[VBZ_JJ_NNS_,_VBG]"}	{-0.728069,-0.728069,0.18929,0.18929,0.18929,0.18929,0.18929,0.18929,0.18929,0.18929,0.18929,0.18929,0.18929,0.18929,0.18929,-0.0310271}
SCPDFS_39202.pdf	RELATION_GENEHPOTERM_SUP_MAP_SCPDFS_39202.pdf_77_77_0_0_14_16_UNSUP	BWS/HP:0000280|Coarse facial features	{0}	{14,15,16}	{BWS,traits,in,Patient,B,include,macroglossia,",",ear,creases,",",omphalocele,",",and,coarse,facial,features,.}	{"There were no other affected family members in this pedigree .","Patient B belongs to a pedigree where his mother is one of a pair of monozygotic twins ."}	{"Patient B ’s aunt suffered a placental abruption with fetal demise of a 30weekgestation fetus with features of BWS including macroglossia , adrenal cytomegaly , somatic growth retardation , and polyhydramnios .","Patient C was diagnosed on the basis of macroglossia , ear abnormalities , omphalocele , hypoglycemia , vascular abnormalities , and a positive family history ."}	0.762	0.022	0.994	{"WORD_SEQ_[trait in patient b include macroglossium , ear crease , omphalocele , and]",DEP_PATH_[nn-nsubj|trait@conj_and-dobj|macroglossium],"POS_SEQ_[NNS_IN_NN_NN_VBP_NN_,_NN_NNS_,_NN_,_CC]",VERB_DEP_PATH_[include]_[nn-nsubj|trait@]_[conj_and-dobj|macroglossium@],DEP_PATH_POS_[nn-nsubj|NNS@conj_and-dobj|NN],VERB_DEP_PATH_POS_[include]_[nn-nsubj|NNS@]_[conj_and-dobj|NN@]}	{0.234807,0.234807,0.234807,0.234807,0.225546,0.0189817}
journal.pbio.1000393.pdf	RELATION_GENEHPOTERM_journal.pbio.1000393.pdf_562_562_37_37_40_40	AKT/HP:0100753|Schizophrenia	{37}	{40}	{Ide,1,"\\\\",’,I,",",Ohnishi,T,",",1,"\\\\",’,Iurayama,IVI,",",Nlatsumoto,I,",",Yamada,K,",",et,al.,(,2006,),Failure,to,support,a,genetic,contribution,of,AKTI,polymorphisms,and,altered,AKT,signaling,in,schizophrenia,.}	{"( 2007 ) Alteration in kinase activity but not in protein levels of protein kinase B and glycogen synthase kinase-3 [ beta ] in ventral prefrontal cortex of depressed suicide victims .","Biological Psychiatry 61 : 240 — 245 ."}	{"J Neurochem 99 : 277 * 287 .","Keri S , Seres I , Kelemen O , Benedek G ( 2009 ) The relationship among neuregulin 1 ~ stimu1ated phosphorylation of AKT , psychosis proneness , and habituation of arousal in nonclinical individuals ."}	0.838	0.924	0.974	{"WORD_SEQ_[signaling in]",POS_SEQ_[NN_IN],DEP_PATH_[nn@prep_in],DEP_PATH_POS_[nn@prep_in],VERB_DEP_PATH_POS_[support]_[nn-conj_and|NN-dobj|NN@]_[prep_in-conj_and|NN-dobj|NN@],VERB_DEP_PATH_[support]_[nn-conj_and|signaling-dobj|contribution@]_[prep_in-conj_and|signaling-dobj|contribution@]}	{1.98883,-0.989443,0.374951,0.356655,0,0}
SCPDFS_4324.pdf	RELATION_GENEHPOTERM_SUP_MAP_SCPDFS_4324.pdf_342_342_9_9_2_3_UNSUP	CAR/HP:0001760|Abnormality of the foot	{9}	{2,3}	{Despite,the,abnormal,foot,process,morphology,",",podocytes,in,CAR,morphants,are,still,able,to,assemble,slit,diaphragms,in,agreement,with,their,following,a,normal,differentiation,pathway,.}	{"Subsequently , CAR expression becomes downregulated within differentiated podocytes to undetectable mRNA and protein levels yet persists within the parietal cells of the Bowman ’s capsule .","In CAR morphants , podocytes appear to follow a normal differentiation pathway as indicated by rzephrin mRNA expression but are unable to elaborate regularly patterned , interdigitated foot processes ."}	{"While more complex interpretations are possible , the most parsimonious explanation states that CAR is required within podocyte precursors for their proper morphological maturation .","A potential role for CAR in podocyte maturation was suggested by Nagai et al. who showed that CAR is found in newly formed podocyte tight junctions ( Nagai et al. , 2003 ) ."}	0.806	0.554	0.684	{"INV_POS_SEQ_[NN_NN_,_NNS_IN]",INV_VERB_DEP_PATH_[be]_[nn-prep_in|morphant-nsubj|podocyte@cop]_[amod-prep_despite|morphology@cop],INV_VERB_DEP_PATH_[assemble]_[nn-prep_in|morphant-nsubj|podocyte@xcomp]_[amod-prep_despite|morphology@xcomp],INV_VERB_DEP_PATH_POS_[be]_[nn-prep_in|NNS-nsubj|NNS@cop]_[amod-prep_despite|NN@cop],INV_DEP_PATH_POS_[nn-prep_in|NNS-nsubj|NNS@amod-prep_despite|NN],INV_VERB_DEP_PATH_POS_[assemble]_[nn-prep_in|NNS-nsubj|NNS@xcomp]_[amod-prep_despite|NN@xcomp],"INV_WORD_SEQ_[process morphology , podocyte in]",INV_DEP_PATH_[nn-prep_in|morphant-nsubj|podocyte@amod-prep_despite|morphology]}	{0.179898,0.179898,0.179898,0.179898,0.179898,0.179898,0.179898,0.179898}
journal.pone.0082879.pdf	RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0082879.pdf_594_594_0_0_5_5_UNSUP	THAP1/HP:0001332|Dystonia	{0}	{5}	{THAP1,sequence,variants,in,primary,dystonia,.}	{"43 .","Xiao J , Zhao Y , Bastian RVV , Per1mutterJS , Racette BA , et al. ( 2010 ) Novel"}	{"Neurology 74 : 2294238 .","Brown DE , Thrall 1 \\\\ IA , VVa1k1ey SU , \\\\ / Vurzelmann S , \\\\ / Venger DA , et al. ( 1996 ) Nletabolic a1 ) normalities in feline Niemann-Pick type C heterozygotes ."}	0.702	0.136	0.994	{"WORD_SEQ_[sequence variant in primary]",DEP_PATH_[nn@prep_in],DEP_PATH_POS_[nn@prep_in],POS_SEQ_[NN_NNS_IN_JJ]}	{0.412053,0.374951,0.356655,-0.275686}
journal.pgen.1003675.pdf	RELATION_GENEHPOTERM_journal.pgen.1003675.pdf_550_550_32_32_36_36	IKBKAP/HP:0002459|Dysautonomia	{32}	{36}	{Slaugenhaupt,SA,",",Blumenfeld,A,",",Gill,SP,",",Leyne,1,"\\\\",’,I,",",lVIullJ,",",et,al.,(,2001,),Tissue,»,Speciﬁc,Expression,of,a,Splicing,lVIutation,in,the,IKBKAP,Gene,Causes,Familial,Dysautonomia,.}	{"1 \\\\ ’ Iolecular Cell 24 : 1394148 .","doi :10.1016 / j. molcel .2006.07.031 ."}	{"The American Journal of Human Genetics 68 : 5984 605 .","doi :10.1086 / 318810 ."}	0.854	0.282	0.992	{"WORD_SEQ_[gene cause familial]",POS_SEQ_[NN_VBZ_JJ],DEP_PATH_POS_[nn-prep_in|NN-prep_of|NN-dep|NN-nsubj|FW@dobj],DEP_PATH_[nn-prep_in|gene-prep_of|lviutation-dep|expression-nsubj|(@dobj]}	{1.55293,0.0276716,0,0}
journal.pone.0046742.pdf	RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0046742.pdf_16_16_28_28_36_37_UNSUP	COL8A2/HP:0001131|Corneal dystrophy	{28}	{36,37}	{Citation,:,lgo,RP,Jr,",",Kopplin,LJ,",",Joseph,P,",",Truitt,B,",",Fondran,J,",",et,al.,(,2012,),Differing,Roles,for,TCF4,and,COL8A2,in,Central,Corneal,Thickness,and,Fuchs,Endothelial,Corneal,Dystrophy,.}	{"Thus , common variants in TCF4 appear to influence FECD directly , and CCT secondarily via FECD .","Additionally , changes in corneal thickness due to the effect of other loci may modify disease severity , age — at — onset , or other biomechanical characteristics ."}	{"PLOS ONE 7 ( 10 ) : e46742 .","doi :10.1371 / journa | ."}	0.774	0.494	0.97	{DEP_PATH_POS_[conj_and-prep_for|NN-dep|NNS-dep|FW-dep|NNP@dep],POS_SEQ_[IN_NNP_NNP_NNP_CC_NNP_JJ],"WORD_SEQ_[in Central Corneal Thickness and Fuchs endothelial]",DEP_PATH_[conj_and-prep_for|tcf4-dep|role-dep|(-dep|Jr@dep]}	{0.316332,0.316332,0.316332,0.316332}
